,股票名稱,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
2881,富邦金,36.5,38.7,32.9,33.0,34.75,37.9,40.45,41.65,48.8,36.15,44.25,51.9,69.0,53.7,53.4,55.0,47.35,48.0,28.5
2882,國泰金,58.5,68.5,65.0,78.5,94.3,87.6,62.4,61.2,55.4,37.0,49.3,54.1,56.5,50.5,56.2,56.8,47.25,43.15,85.7
2883,開發金,17.2,21.2,15.5,16.0,16.5,15.45,9.99,13.7,13.8,10.2,9.25,10.5,13.3,8.65,10.3,11.7,10.3,9.89,63.5
2884,玉山金,21.6,26.6,27.6,24.2,23.2,19.45,15.0,20.5,21.85,17.6,20.6,20.8,22.15,19.9,19.75,22.75,28.3,30.3,17.5
2885,元大金,13.4,18.5,18.6,17.4,25.1,31.5,26.0,23.85,24.05,17.95,18.0,17.9,18.4,12.2,14.15,16.4,20.45,20.75,28.25
2886,兆豐金,21.7,25.9,23.2,25.8,24.7,27.5,21.6,22.85,29.55,24.5,25.9,27.0,28.5,26.2,26.4,27.8,32.5,33.8,27.8
2887,台新金,26.8,33.5,30.6,23.45,21.3,16.5,14.8,17.9,18.3,12.65,15.0,16.55,14.3,13.45,14.45,15.35,14.8,14.8,34.75
2888,新光金,23.9,34.5,34.3,39.0,43.8,29.15,17.0,14.95,15.05,10.35,10.7,10.65,10.25,8.63,10.8,12.75,10.7,10.5,19.7
2889,國票金,10.1,14.25,14.65,11.5,12.45,13.65,11.25,13.3,17.6,10.75,10.75,10.15,9.45,8.41,9.64,11.45,11.45,13.1,11.7
2890,永豐金,20.2,21.5,19.7,18.0,18.65,15.6,13.9,14.0,14.4,13.25,15.4,15.1,14.35,10.7,9.77,11.65,13.35,13.5,18.2
2891,中信金,36.9,42.0,38.2,29.3,28.5,32.7,23.4,21.9,27.1,20.85,20.55,22.15,24.8,19.7,20.75,23.0,22.5,23.45,30.1
2892,第一金,29.0,29.9,27.6,26.35,27.0,38.8,22.4,27.45,27.55,19.7,19.4,20.9,19.85,17.8,20.75,21.4,24.1,24.8,24.95
2897,王道銀行,,,,,,,,,,,,,,,,9.17,8.53,7.84,24.05
2901,欣欣,24.0,23.6,17.0,27.9,34.45,38.4,30.5,32.0,30.5,47.45,43.5,42.0,33.4,28.3,29.15,27.0,25.1,27.45,19.5
2903,遠百,14.3,19.3,22.1,21.9,42.5,62.1,38.5,50.3,65.5,45.1,32.95,31.1,28.1,18.6,16.6,20.1,27.1,26.7,36.8
2904,匯僑,7.45,7.2,4.84,2.93,9.96,10.95,15.3,17.45,22.6,32.6,30.4,30.3,29.0,28.3,24.95,22.25,25.1,27.75,25.25
2905,三商,15.7,19.3,13.2,13.65,28.15,27.3,17.95,25.95,42.8,35.4,28.2,22.25,24.15,23.8,27.5,26.4,22.6,30.95,31.85
2906,高林,10.8,14.3,11.65,11.2,14.4,13.5,11.35,16.45,18.7,15.8,11.9,15.5,15.55,12.5,13.3,12.85,12.4,16.25,26.1
2908,特力,28.4,22.9,26.1,25.1,25.4,21.0,18.7,26.6,28.3,22.6,24.0,23.4,21.5,20.85,23.85,24.5,23.0,27.6,25.4
2910,統領,34.0,38.4,43.35,39.9,41.0,41.1,31.6,32.8,32.8,43.85,39.35,44.5,44.95,39.0,39.0,32.45,39.9,52.9,32.0
2911,麗嬰房,10.9,18.6,23.85,28.4,36.2,30.0,38.4,53.5,49.55,38.4,24.9,23.95,20.25,18.2,13.05,15.45,10.0,8.49,51.9
2912,統一超,60.0,69.5,69.2,81.4,102.5,122.5,89.8,138.0,195.0,172.0,229.0,253.0,259.0,268.5,290.0,378.0,324.5,311.5,52.5
2913,農林,5.85,11.55,8.25,9.16,34.8,32.0,22.0,22.75,23.8,17.8,26.8,29.85,19.05,16.75,17.9,18.45,17.65,19.25,294.0
2915,潤泰全,16.4,15.2,15.7,24.6,32.25,34.2,60.4,108.5,88.0,75.9,85.1,79.8,77.5,62.2,64.7,91.0,83.6,73.7,25.6
2916,滿心,,,,31.5,37.2,22.75,14.2,25.3,32.95,24.85,19.3,19.1,22.2,19.2,17.0,18.85,19.85,18.5,147.5
2923,鼎固-KY,,,,,,,,,,,31.45,37.65,47.8,24.95,22.35,22.85,30.45,30.7,24.8
2924,東凌-KY,,,,,,,,,,67.9,77.6,83.9,79.3,62.6,61.9,57.3,35.5,33.4,43.85
2926,誠品生活,,,,,,,,,,,,221.0,233.0,225.0,164.5,144.0,134.5,115.5,25.2
2929,淘帝-KY,,,,,,,,,,,,240.0,172.0,172.5,121.5,120.0,107.5,95.4,80.0
2936,客思達-KY,,,,,,,,,,,,,,,52.4,33.8,26.85,24.3,20.15
2937,集雅社,,,,,,,,,,,,,,,,22.35,24.2,36.0,30.6
2939,凱羿-KY,,,,,,,,,,,,,,,,,128.0,178.0,44.7
2945,三商家購,,,,,,,,,,,,,,,,,,,48.0
2947,振宇五金,,,,,,,,,,,,,,,,,,,
3002,歐格,30.7,29.9,20.8,32.0,39.4,23.45,28.35,28.15,18.2,12.7,12.0,20.75,16.45,11.35,16.75,13.8,12.9,14.45,
3003,健和興,46.1,39.9,29.95,47.4,46.6,26.85,31.5,41.25,35.15,28.2,36.8,60.2,46.5,46.0,85.3,67.2,53.6,52.3,34.1
3004,豐達科,55.5,39.0,,2.4,4.31,15.6,10.65,22.8,33.45,61.4,46.9,91.0,62.3,71.1,55.4,68.1,114.5,89.7,109.0
3005,神基,29.5,18.2,30.5,27.1,53.0,29.3,34.65,31.4,20.85,28.85,17.55,18.1,26.25,42.85,48.95,49.0,52.7,53.4,70.8
3006,晶豪科,109.5,165.0,81.1,44.35,149.5,68.3,61.0,79.3,60.5,34.5,48.0,67.9,52.4,37.4,53.4,50.5,40.4,67.4,98.0
3008,大立光,413.0,469.0,551.0,766.0,645.0,470.0,465.5,765.0,1005.0,899.0,1250.0,2640.0,3715.0,3980.0,6075.0,5330.0,5200.0,5210.0,213.0
3010,華立,66.0,58.5,72.7,77.7,78.6,67.5,45.5,61.2,63.0,44.8,48.8,62.0,57.6,50.5,58.6,60.3,58.4,79.8,3590.0
3011,今皓,29.4,26.7,27.2,25.4,21.8,9.95,15.55,14.8,12.3,10.7,9.3,15.6,12.1,8.93,10.65,12.15,8.47,7.48,93.6
3013,晟銘電,25.5,23.0,14.4,14.0,16.7,11.9,11.65,37.75,66.5,34.15,28.95,49.15,30.8,21.4,26.15,22.65,19.2,16.2,23.4
3014,聯陽,30.0,26.2,32.2,40.0,188.0,130.5,76.0,72.8,62.6,35.5,28.6,42.95,41.7,34.4,39.35,39.2,47.1,79.6,25.8
3015,全漢,64.5,69.0,49.0,51.2,65.0,38.9,44.6,44.6,39.35,31.35,30.7,34.8,27.6,28.55,26.6,27.85,22.85,44.0,143.5
3016,嘉晶,17.0,18.5,38.0,45.0,164.5,45.0,42.0,42.55,38.3,23.45,17.6,24.8,19.2,29.0,40.15,93.4,62.5,78.4,57.9
3017,奇鋐,43.3,51.5,30.7,21.2,42.5,28.7,42.2,41.75,36.2,25.0,20.8,26.65,34.0,32.3,38.3,34.3,47.75,79.9,154.0
3018,同開,19.5,19.8,18.95,12.7,7.25,6.2,20.55,21.9,21.3,17.7,15.85,29.45,23.1,20.1,88.9,94.4,36.5,29.55,92.3
3019,亞光,250.0,331.0,251.0,233.0,163.0,94.6,76.1,78.0,78.5,38.9,35.9,53.2,47.0,32.75,143.0,126.5,113.5,113.5,174.0
3021,鴻名,28.3,17.0,,12.2,12.5,10.25,15.95,16.15,12.2,17.6,13.8,17.2,14.3,14.95,20.0,17.1,16.55,18.6,102.5
3022,威強電,76.0,64.5,47.6,36.25,85.9,59.2,41.95,46.5,63.9,55.7,44.4,68.4,59.7,49.0,53.1,41.25,57.9,58.1,33.8
3023,信邦,41.5,40.8,37.6,41.0,46.3,30.2,23.85,27.5,25.45,27.45,42.05,50.5,67.5,80.9,92.2,92.4,138.5,219.5,65.3
3024,憶聲,48.2,41.4,32.9,30.55,22.0,14.7,15.45,15.35,12.6,10.7,8.0,7.5,7.44,8.58,11.45,8.88,9.17,14.85,298.0
3025,星通,19.8,18.0,16.45,23.4,37.0,17.75,22.95,22.6,16.3,9.1,12.95,15.55,14.5,15.3,24.55,41.0,29.0,45.95,18.05
3026,禾伸堂,60.0,83.0,62.9,66.8,75.0,47.15,50.0,54.5,38.6,30.8,39.65,49.7,46.5,36.55,119.5,301.0,134.5,138.5,48.5
3027,盛達,37.1,28.2,16.8,21.85,35.0,24.5,32.2,30.1,19.55,15.05,19.55,29.15,19.85,15.35,17.4,11.55,12.85,25.8,151.5
3028,增你強,33.0,30.8,24.2,26.2,29.75,21.35,23.85,24.5,22.6,24.05,20.2,19.8,20.0,18.9,20.9,27.85,24.45,22.45,36.4
3029,零壹,15.0,19.9,14.6,13.2,16.1,14.3,24.9,43.2,29.9,23.75,19.7,21.2,29.55,20.2,22.4,25.8,36.25,47.6,32.7
3030,德律,39.7,55.0,39.4,48.65,80.0,53.2,39.5,50.3,62.8,55.4,56.0,57.4,73.5,50.9,46.5,80.1,57.4,63.9,51.2
3031,佰鴻,66.5,76.0,47.25,57.4,92.0,84.2,50.3,50.4,39.5,29.5,20.0,20.25,16.35,13.65,20.45,19.45,17.55,17.4,69.4
3032,偉訓,27.5,24.4,28.2,23.3,25.4,21.0,16.8,18.05,14.6,9.85,14.95,31.8,25.25,53.2,49.45,38.9,29.6,52.3,31.85
3033,威健,26.7,26.8,19.0,23.2,30.2,21.35,21.4,28.85,28.3,26.0,23.35,26.4,24.5,20.65,20.4,24.65,20.8,20.1,50.7
3034,聯詠,123.0,152.0,204.0,255.0,191.5,125.0,109.5,113.0,101.0,125.5,158.0,186.0,199.5,141.0,129.0,161.5,239.0,375.0,66.0
3035,智原,103.0,89.0,70.0,85.0,174.0,76.1,70.7,70.0,65.4,52.7,42.2,47.7,55.8,49.9,67.8,83.4,65.0,61.4,656.0
3036,文曄,42.5,37.6,24.5,32.0,47.05,38.4,28.1,50.0,59.8,48.0,37.8,49.9,50.5,45.75,51.4,47.7,43.65,43.55,219.0
3037,欣興,32.2,30.4,47.0,59.3,70.0,58.2,46.8,60.6,61.4,41.65,33.3,30.3,24.55,17.8,19.9,25.35,50.3,94.5,69.3
3038,全台,50.0,48.5,31.5,27.85,28.05,14.8,14.65,20.0,16.6,7.81,6.85,11.85,10.9,14.5,12.3,10.65,21.45,25.5,229.5
3040,遠見,38.7,30.3,17.2,17.5,31.6,18.9,15.7,16.7,18.6,19.0,19.45,38.0,48.9,38.95,53.6,63.9,39.8,46.25,34.6
3041,揚智,52.0,40.5,46.65,61.9,149.5,70.4,85.9,77.9,47.0,54.5,36.5,35.45,28.35,28.0,24.5,19.85,21.6,37.0,54.2
3042,晶技,27.3,28.5,30.55,57.5,87.5,66.0,59.5,60.0,58.4,52.8,48.9,49.25,44.3,47.4,46.5,44.8,49.2,88.0,41.3
3043,科風,70.0,54.0,59.9,156.0,82.7,41.6,30.7,102.5,78.9,25.95,16.7,10.45,4.9,3.29,4.05,3.16,3.24,14.95,144.5
3044,健鼎,38.4,52.0,96.5,127.0,181.0,117.5,113.0,137.0,147.5,99.8,74.1,66.4,71.6,76.9,125.0,107.0,141.5,141.0,24.2
3045,台灣大,32.2,36.0,36.0,33.85,45.8,60.5,62.8,70.0,98.3,115.5,121.5,104.5,113.0,116.5,116.5,112.0,123.0,116.5,147.0
3046,建碁,53.5,33.9,16.4,14.0,17.9,20.55,15.0,16.6,14.3,8.1,7.47,9.83,17.55,9.78,17.0,26.45,30.4,19.95,109.5
3047,訊舟,26.4,16.4,13.15,17.6,44.7,33.9,28.25,30.4,20.1,16.1,14.5,16.4,13.2,13.25,11.9,11.55,12.75,16.9,43.3
3048,益登,87.5,63.5,30.6,23.35,24.6,19.3,20.15,21.7,16.4,11.65,15.0,31.05,31.5,20.05,21.35,22.5,21.95,25.45,77.0
3049,和鑫,27.6,35.1,17.35,12.15,12.7,18.8,29.65,29.65,31.95,18.1,14.0,10.2,8.59,9.76,13.9,9.6,16.8,14.05,40.05
3050,鈺德,40.5,38.0,16.0,9.73,13.7,10.65,15.0,18.75,11.75,8.93,8.3,8.45,10.2,14.35,13.35,16.05,12.4,21.9,36.3
3051,力特,116.0,150.0,96.7,64.1,23.9,14.45,2.33,11.1,5.81,3.17,8.55,7.45,16.2,7.11,6.78,6.04,4.3,6.6,44.2
3052,夆典,12.25,11.1,6.27,6.5,11.7,10.5,19.4,19.4,14.05,12.55,20.2,22.6,15.0,10.1,9.57,10.7,13.8,15.2,13.9
3054,立萬利,99.0,29.9,13.3,31.8,51.0,35.8,31.0,31.0,19.15,15.0,28.25,26.8,26.25,25.0,24.1,28.6,30.5,30.5,97.5
3055,蔚華科,35.4,47.5,41.6,36.4,39.8,29.3,25.1,32.25,25.15,15.7,13.8,26.8,22.45,22.6,26.55,37.6,31.55,48.45,35.0
3056,總太,,18.7,10.3,7.37,17.15,11.65,29.85,28.7,31.1,34.25,37.95,33.05,22.45,20.95,24.15,24.85,34.15,40.8,38.5
3057,喬鼎,79.5,53.0,29.4,29.7,43.45,32.0,29.5,31.75,32.7,23.2,37.55,57.5,39.8,22.35,16.3,13.05,8.72,13.25,65.5
3058,立德,25.8,15.7,16.25,25.75,32.2,17.2,30.8,30.8,21.35,16.6,21.6,17.8,13.35,11.55,11.55,10.3,8.59,10.7,24.2
3059,華晶科,119.5,63.5,69.8,79.8,86.5,54.1,65.7,65.7,45.6,29.7,23.8,40.9,40.6,31.1,37.9,44.9,30.2,37.0,106.5
3060,銘異,,97.5,77.5,69.5,88.7,54.7,51.0,98.5,96.2,92.5,178.0,213.0,165.5,60.6,38.4,28.2,18.45,17.9,48.55
3062,建漢,,54.5,39.4,76.5,134.0,65.1,52.0,51.8,41.85,33.45,37.85,36.3,26.65,22.4,22.25,21.4,19.95,19.9,37.35
3064,泰偉,,,159.0,79.5,369.0,200.5,86.9,86.7,77.5,59.9,50.2,48.4,35.0,63.3,31.25,29.0,35.9,42.0,37.65
3066,李洲,,,32.15,42.25,62.3,22.85,18.8,16.45,13.75,7.83,8.34,10.2,9.73,8.96,9.79,7.99,8.5,8.17,34.0
3067,全域,,40.9,29.9,35.85,30.6,20.3,19.6,40.05,32.85,20.45,28.65,23.0,25.8,16.4,13.95,11.95,23.7,49.3,28.45
3071,協禧,,,23.0,24.9,19.4,10.05,16.8,20.55,16.75,10.85,8.07,11.5,9.73,10.7,27.3,24.7,22.7,27.5,35.2
3073,天方能源,,,,,,60.9,54.5,53.5,24.75,31.35,15.8,21.75,14.8,20.3,12.3,18.0,7.46,,32.8
3078,僑威,,,,40.7,39.0,26.9,32.7,49.35,34.75,14.9,18.3,20.55,26.65,35.15,39.2,37.3,30.15,51.3,
3081,聯亞,,,,,,,,,,,,,,601.0,438.0,438.0,334.0,330.0,67.9
3083,網龍,,114.5,33.6,137.0,152.0,139.0,519.0,439.0,260.0,126.0,69.4,74.1,69.7,55.6,51.0,52.1,100.5,101.5,325.0
3085,新零售,,,21.5,127.0,127.0,37.25,23.3,27.15,21.0,14.3,19.75,17.1,,18.2,41.45,25.0,8.85,12.1,64.4
3086,華義,,,16.2,28.9,25.4,28.2,25.1,40.0,34.8,26.6,15.0,19.65,19.45,18.7,20.1,19.1,16.7,,16.2
3088,艾訊,,,,57.8,98.0,53.0,32.35,39.0,43.2,27.4,59.3,82.6,81.3,79.6,67.5,68.4,59.4,59.0,204.5
3089,億杰,,22.0,16.95,10.9,12.4,12.8,12.25,16.85,14.8,16.55,43.1,77.8,45.5,16.6,19.6,24.65,23.35,27.5,58.0
3090,日電貿,,30.2,54.2,60.0,75.4,40.3,40.6,44.3,38.1,31.0,28.25,33.8,29.35,26.0,39.05,105.0,61.5,56.3,36.3
3092,鴻碩,,,,,,,,,33.15,14.95,11.8,28.6,26.7,40.8,58.6,51.6,57.9,62.9,63.1
3093,港建,,,,99.0,91.5,75.4,67.7,74.7,71.9,53.4,45.0,50.5,47.3,41.55,37.8,30.55,33.55,43.8,83.4
3094,聯傑,,,,,,82.0,52.1,51.4,42.6,24.9,23.1,49.0,39.5,28.0,28.65,28.0,21.0,26.2,89.4
3095,及成,,,,98.1,134.5,52.6,31.95,28.65,19.9,14.0,8.34,7.13,20.95,6.29,3.3,4.75,3.25,5.67,45.65
3105,穩懋,,,,,,,,,,52.8,39.1,31.8,54.5,97.1,340.0,334.5,343.5,375.5,3.96
3114,好德,,,26.8,25.45,23.45,21.0,15.6,17.8,18.8,13.8,14.4,19.4,17.8,13.9,19.3,51.2,40.4,30.7,467.5
3115,寶島極,,,,41.75,26.1,10.95,16.85,16.85,17.8,12.6,19.85,18.95,15.2,14.3,14.0,35.8,25.6,19.0,43.0
3118,進階,,,,,,,39.45,66.6,50.0,43.8,44.2,46.15,46.0,40.4,34.9,38.0,30.5,41.8,18.15
3122,笙泉,,,,,,,,,,,,,,24.2,18.95,23.5,16.0,23.0,34.75
3128,昇銳,,,,,90.8,42.7,36.15,33.7,23.7,14.0,18.25,18.8,20.4,17.65,13.65,20.95,17.2,16.6,72.8
3130,一零四,,,,,217.0,141.5,92.8,146.5,122.0,91.3,109.5,186.5,194.5,158.0,171.5,185.0,173.5,168.0,26.5
3131,弘塑,,,,,,,,,,197.5,340.0,266.0,264.0,290.0,234.0,184.0,300.0,468.0,184.5
3138,耀登,,,,,,,,,,,,,,,,,,,455.5
3141,晶宏,,,,,,,,,,,,,27.75,57.4,45.8,44.1,47.3,46.8,518.0
3144,新揚科,,,30.7,29.75,25.2,16.6,,19.2,17.9,27.0,29.7,34.8,28.15,21.8,32.1,39.75,38.25,36.7,285.0
3147,大綜,,,,,,,,,,,,,,,,,62.5,41.4,51.0
3149,正達,,,,,,,,,,108.5,76.7,44.55,31.4,25.45,28.8,20.0,14.9,28.1,64.9
3152,璟德,,,,,,,169.0,258.5,162.0,110.5,167.5,164.5,278.0,263.0,454.5,416.0,368.0,538.0,54.4
3162,精確,,,,18.7,23.1,18.95,19.35,21.8,13.35,11.65,9.95,9.5,9.4,7.82,43.75,43.75,24.35,20.5,615.0
3163,波若威,,,,,,,,,,,104.0,146.5,74.9,60.7,65.3,43.8,57.7,75.7,60.5
3164,景岳,,,,,,,85.8,108.5,114.0,55.4,51.5,53.5,36.0,28.9,27.5,36.6,29.9,27.2,62.5
3167,大量,,,,,,,,,,,,51.0,39.9,34.4,55.9,59.3,45.3,48.95,29.2
3169,亞信,,,,,,,,73.6,46.85,50.0,63.4,60.6,42.3,30.1,34.85,32.1,50.6,64.8,107.0
3171,新洲,,,35.3,23.1,29.95,12.75,13.15,20.0,17.95,15.8,21.1,23.9,21.95,21.0,19.8,15.45,15.0,26.75,283.5
3176,基亞,,,,,,,,,,198.5,231.5,486.0,172.0,93.4,81.4,54.9,88.8,108.5,27.45
3178,公準,,,,,,,,,,,,,,,,,41.6,66.0,90.0
3188,鑫龍騰,,,31.2,56.3,96.8,48.4,28.4,28.4,14.8,8.7,15.5,18.0,13.6,19.5,24.2,22.0,22.3,18.3,106.5
3189,景碩,,,120.0,142.0,152.0,106.5,97.5,106.5,133.0,107.5,118.5,139.5,106.5,80.8,87.9,61.7,57.0,94.9,19.25
3191,和進,,,,61.5,50.5,21.25,14.1,19.9,13.8,10.4,24.2,18.75,26.65,19.95,26.45,21.35,60.2,53.7,257.5
3202,樺晟,,,,49.1,50.4,29.95,27.9,32.15,16.95,9.24,8.1,13.75,11.2,15.85,28.3,27.75,23.95,29.7,11.6
3205,佰研,,,,14.75,44.65,14.85,43.0,41.3,25.75,24.7,35.0,36.9,350.0,348.0,150.0,87.7,67.3,52.6,20.65
3206,志豐,,,,,,21.0,17.85,61.5,36.45,26.4,17.75,32.6,33.0,29.1,30.4,26.0,37.85,47.1,34.4
3207,耀勝,,,18.8,30.8,42.5,20.0,19.75,22.7,19.15,15.5,15.3,19.65,16.75,13.5,12.9,14.6,14.7,13.45,41.45
3209,全科,,,38.6,34.0,27.3,21.8,24.9,47.2,40.95,29.3,25.2,33.7,34.9,31.35,27.0,21.7,21.85,24.35,28.7
3211,順達,,,74.5,81.1,124.0,153.5,116.0,114.0,154.0,188.5,116.5,92.5,81.0,52.6,54.1,49.8,68.0,88.7,32.5
3213,茂訊,,,99.8,124.5,229.5,124.0,108.0,94.0,73.3,63.9,41.7,55.6,55.8,43.0,62.8,58.6,49.5,52.5,138.5
3217,優群,,,32.3,25.9,43.0,26.7,29.7,30.8,22.95,13.9,14.5,19.65,19.25,23.0,35.7,51.4,73.9,140.0,66.0
3218,大學光,,,102.5,60.9,99.3,52.4,48.7,40.4,57.9,32.75,30.5,45.9,38.25,25.3,32.3,36.2,73.7,319.0,138.5
3219,倚強科,,,25.75,29.0,70.4,46.8,23.95,21.8,7.6,7.53,17.75,21.25,22.85,29.2,39.6,35.35,27.7,48.3,450.0
3221,台嘉碩,,,,,68.9,43.8,32.7,39.25,23.4,12.5,17.2,32.0,26.5,32.1,26.15,33.05,29.45,29.25,202.5
3224,三顧,,,18.9,26.65,27.8,14.35,9.07,14.2,11.6,8.23,21.1,,42.15,36.2,56.8,70.5,69.0,66.4,45.1
3226,至寶電,,,70.0,59.8,59.5,25.5,13.0,28.4,19.6,33.7,49.15,67.2,71.5,77.8,65.3,66.0,65.5,67.2,65.5
3227,原相,,,,,596.0,294.0,346.5,279.0,146.0,103.0,75.7,93.3,122.0,85.5,174.5,156.0,156.0,242.0,84.3
3228,金麗科,,,,240.0,343.0,178.0,77.5,96.5,54.8,32.25,29.5,41.25,39.9,22.95,25.0,56.2,43.45,233.5,220.5
3229,晟鈦,,,,28.0,45.3,21.9,18.35,19.3,15.7,10.3,50.0,60.6,39.9,21.0,29.0,22.0,20.55,14.15,615.0
3230,錦明,,,,,69.2,26.8,16.7,19.75,15.7,8.2,8.02,12.4,9.29,6.27,8.73,7.97,6.43,8.1,9.11
3231,緯創,,30.5,45.0,51.0,70.1,61.0,69.3,67.0,61.1,50.1,36.05,35.4,30.85,25.35,32.1,28.3,30.1,38.85,25.75
3232,昱捷,,,16.1,14.6,18.5,15.3,11.35,26.8,25.65,18.65,15.7,83.5,60.3,31.0,46.6,34.0,22.8,22.85,34.8
3234,光環,,,,,,,,,,28.55,31.2,36.8,120.5,104.5,64.4,40.9,39.0,63.7,44.6
3236,千如,,,17.3,25.75,24.8,16.05,18.35,31.6,25.45,13.6,17.2,23.7,20.75,28.45,48.0,69.8,27.9,28.9,45.6
3252,海灣,,,34.4,21.0,26.0,12.8,12.2,16.8,28.6,23.05,51.9,57.7,35.0,34.7,33.8,23.9,21.85,21.3,36.8
3257,虹冠電,,,,,,,,,,36.65,85.5,121.0,81.8,48.9,69.0,72.9,67.9,97.5,20.5
3259,鑫創,,,,,,32.0,40.3,38.7,27.9,17.9,47.05,60.0,40.35,38.55,25.0,29.7,24.7,51.5,97.9
3260,威剛,,,156.0,157.0,165.5,65.5,107.0,105.0,60.8,46.85,93.5,82.6,59.8,56.7,93.8,77.3,73.0,77.8,53.0
3264,欣銓,,,,42.3,38.0,27.4,21.7,32.5,35.3,24.8,22.75,29.4,31.0,25.0,42.6,43.5,33.5,41.5,132.0
3265,台星科,,,,30.0,31.8,15.3,14.55,22.45,34.9,41.65,47.4,51.8,48.5,29.4,31.25,44.7,30.25,30.4,71.9
3266,昇陽,,,45.1,31.35,38.4,26.7,26.4,31.2,30.8,25.65,36.3,29.3,20.6,14.75,12.65,13.5,17.2,15.95,36.65
3268,海德威,,,,202.5,149.5,74.0,39.85,41.9,27.9,14.3,21.55,40.5,38.25,15.5,16.95,21.3,13.3,19.3,16.05
3272,東碩,,,,,,,,,,,,,198.0,68.9,78.0,59.5,48.5,86.1,48.95
3276,宇環,,,,21.55,28.95,24.0,10.5,15.65,16.4,15.2,12.55,26.75,16.7,19.6,17.35,15.9,11.4,12.25,62.7
3284,太普高,,,,12.3,14.55,11.45,25.5,27.6,23.0,13.6,13.1,13.65,10.65,22.45,24.1,20.65,16.85,16.5,21.75
3285,微端,,,,,,,,,,,26.55,51.8,59.5,32.8,25.0,27.6,22.25,26.8,14.65
3287,廣寰科,,,,,,,35.25,32.5,24.25,12.7,14.7,16.35,12.7,8.1,8.88,14.75,9.4,39.6,25.85
3288,點晶,,,,71.4,120.0,71.6,40.05,38.5,29.5,24.9,15.7,20.8,12.65,9.99,7.5,11.15,16.0,15.2,33.65
3289,宜特,,,74.0,90.8,98.5,58.4,44.5,43.35,35.3,28.5,31.1,97.3,116.5,134.0,126.0,125.0,53.6,77.8,25.0
3290,東浦,,,,11.35,11.5,12.4,10.8,27.35,35.2,23.85,34.8,34.8,21.4,16.45,18.4,22.5,29.25,17.65,63.0
3293,鈊象,,,,,440.0,291.0,353.0,281.0,206.5,230.0,113.5,183.5,158.0,322.0,221.5,198.0,434.0,995.0,20.6
3294,英濟,,,,,,46.0,25.5,21.2,24.1,17.85,15.8,21.0,22.9,19.25,33.55,26.5,18.9,26.15,954.0
3296,勝德,,,,63.0,108.5,54.4,38.3,49.5,52.7,28.9,24.4,27.7,22.9,15.6,24.4,17.4,19.7,17.45,33.25
3297,杭特,,,,52.5,87.1,53.4,32.75,45.0,30.6,23.25,52.0,54.0,31.8,21.5,18.2,16.85,15.25,27.5,28.05
3303,岱稜,,,,,,59.6,35.0,41.5,24.4,22.95,26.4,29.6,20.2,24.5,22.4,20.45,28.7,25.45,27.5
3305,昇貿,,,,176.5,122.0,69.0,83.0,71.2,58.0,44.0,35.3,44.75,34.85,33.9,36.15,27.3,25.8,31.45,26.95
3306,鼎天,,,,67.0,83.0,52.0,77.4,76.1,45.4,35.2,37.7,56.0,41.4,34.7,27.95,25.7,24.7,23.2,92.4
3308,聯德,,,,,,,29.2,36.7,20.75,10.0,13.9,16.1,15.75,9.75,9.59,11.1,6.92,8.18,35.9
3310,佳穎,,,,,,,15.7,48.35,31.2,17.75,32.55,20.55,16.8,20.25,35.1,49.9,52.3,37.5,13.0
3311,閎暉,,,153.0,256.0,177.0,126.5,119.0,121.0,91.5,84.9,59.0,43.4,28.35,20.1,23.2,19.8,27.95,37.1,36.4
3312,弘憶股,,,,22.55,20.0,15.9,29.2,29.35,18.0,15.25,13.8,15.0,14.2,8.61,7.86,14.4,18.45,16.6,50.5
3313,斐成,,,,,141.0,43.3,19.4,28.15,25.95,15.9,14.75,14.1,11.2,26.8,44.3,52.6,28.45,18.4,29.05
3317,尼克森,,,,,,120.5,66.8,59.3,35.0,19.25,19.35,28.3,20.0,17.5,52.5,60.5,55.3,53.4,13.7
3321,同泰,,,,,,,,,,,,,,30.9,19.25,20.0,17.3,29.0,97.9
3322,建舜電,,,,,,,,29.9,17.25,11.55,11.4,14.95,14.05,12.85,12.3,14.65,15.5,14.2,16.25
3323,加百裕,,,,,,81.8,56.7,52.8,37.9,28.6,20.2,25.1,25.6,21.0,54.0,47.65,36.5,51.0,26.9
3324,雙鴻,,,,67.0,44.5,18.9,24.95,30.55,34.0,48.75,34.8,29.8,44.25,121.5,109.5,100.5,242.5,265.5,65.4
3325,旭品,,,,63.0,73.6,37.8,36.0,47.45,62.3,20.5,17.65,36.0,24.05,30.0,27.2,17.75,14.4,39.05,252.0
3332,幸康,,,,,,,42.8,52.0,58.5,48.2,48.15,54.2,47.3,40.9,51.3,47.9,41.9,39.4,35.0
3338,泰碩,,,,,,,,,,,,51.5,40.2,35.85,36.2,35.35,106.0,103.5,41.0
3339,泰谷,,,,,82.6,38.1,43.8,41.4,45.0,24.1,14.5,17.6,11.15,7.75,9.22,15.0,6.17,16.4,67.7
3346,麗清,,,,,,,,,,,,,,,134.0,80.0,46.5,51.5,33.15
3354,律勝,,,,77.0,38.7,19.6,20.0,33.5,36.4,15.1,14.0,15.8,12.7,10.6,37.1,42.2,19.9,17.3,67.6
